Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,0.09701204299926758,0.06550836563110352,0.06525189745751137
100,1.55169677734375,1.450683832168579,0.0659476704964892
200,2.993880033493042,2.854360818862915,0.06491272694011777
300,4.414060354232788,4.2315354347229,0.06582338186006027
400,5.901749134063721,5.674219369888306,0.06488633787789352
500,7.3629350662231445,7.061394929885864,0.06533185115530658
600,8.800617456436157,8.461072206497192,0.06520304690902395
700,10.233799457550049,9.848747730255127,0.06522551615933841
800,11.728989362716675,11.29293155670166,0.06546898043617584
900,13.205676794052124,12.698110103607178,0.06557296713084083
1000,14.622356653213501,14.076284408569336,0.0655663052986013
1100,16.05453872680664,15.46496057510376,0.06566391004796082
1200,17.528725624084473,16.897143840789795,0.06549049478145313
1300,18.997912168502808,18.274818181991577,0.06544389434202667
1400,20.43209433555603,19.668495416641235,0.06550581762365776
1500,21.86877679824829,21.062172889709473,0.06566002710730023
1600,23.34196400642395,22.487353324890137,0.06564972595461803
1700,24.812150716781616,23.87252974510193,0.06561502651322286
1800,26.25533390045166,25.275707721710205,0.06584867012823369
1900,27.709518432617188,26.68588662147522,0.0658354660892398
2000,29.1742045879364,28.109067678451538,0.06576773796878213
4000,57.57381081581116,56.02560830116272,0.06623188750303888
6000,86.01492238044739,83.9576518535614,0.06632633753919265
8000,115.00310349464417,112.45277047157288,0.06638193886949716
10000,144.793386220932,141.69648361206055,0.0666046185111249
12000,173.35001254081726,169.77604484558105,0.06657473819314705
14000,201.74711847305298,197.69009041786194,0.06655283438687475
16000,230.32724785804749,225.7831573486328,0.06660872933511838
18000,258.7548575401306,253.75620794296265,0.0665720387169719
20000,287.27797961235046,281.8127679824829,0.06660271987815836
22000,315.60057616233826,309.65630316734314,0.06662997326884275
24000,343.9776794910431,337.54784393310547,0.06662788582044567
26000,372.45929622650146,365.4993968009949,0.06662417837959486
28000,400.9999203681946,393.5759651660919,0.06661619315536578
30000,429.4120283126831,421.5190145969391,0.0666166435161998
32000,458.01616072654724,449.6295826435089,0.06656898857372397
34000,486.4877760410309,477.6136372089386,0.06658227543038579
36000,514.8998839855194,505.56118988990784,0.0665561230814847
38000,543.5425209999084,533.6977622509003,0.06655874758289858
40000,571.9551289081573,561.6218049526215,0.06659341737433597
42000,600.3237314224243,589.4968457221985,0.06659853435344491
44000,628.6483280658722,617.3333818912506,0.0665994344190761
46000,657.1609487533569,645.3969402313232,0.0665888844261619
48000,685.5715563297272,673.2949831485748,0.06662166953665917
50000,714.1106805801392,701.3420474529266,0.06662371197648456
