Number of computed data,Average time spent in total,Relative standard deviation (total),Average time spent on the quantum circuit,Relative standard deviation (quantum)
1.0,33.090752029418944,0.012066099720572751,30.804760146141053,0.012244326472571246
100.0,33.220968627929686,0.012440954071295338,30.804760146141053,0.012244326472571246
200.0,33.354285502433775,0.0129583628294254,30.804760146141053,0.012244326472571246
300.0,33.4833518743515,0.013326030214832071,30.804760146141053,0.012244326472571246
400.0,33.612218260765076,0.013644487526461283,30.804760146141053,0.012244326472571246
500.0,33.73668401241302,0.013771025094753406,30.804760146141053,0.012244326472571246
600.0,33.8617999792099,0.01385243324168475,30.804760146141053,0.012244326472571246
700.0,33.98621573448181,0.013968151474838713,30.804760146141053,0.012244326472571246
800.0,34.111081624031065,0.01406408293575392,30.804760146141053,0.012244326472571246
900.0,34.23599741458893,0.014140456245735523,30.804760146141053,0.012244326472571246
1000.0,34.35986323356629,0.014288050685195465,30.804760146141053,0.012244326472571246
1100.0,34.48227870464325,0.014371369886100398,30.804760146141053,0.012244326472571246
1200.0,34.606594514846805,0.014493930693497607,30.804760146141053,0.012244326472571246
1300.0,34.730210185050964,0.01467686716983993,30.804760146141053,0.012244326472571246
1400.0,34.851475620269774,0.014626741132503888,30.804760146141053,0.012244326472571246
1500.0,34.973291063308714,0.0146225859809522,30.804760146141053,0.012244326472571246
1600.0,35.09390642642975,0.01461625187044675,30.804760146141053,0.012244326472571246
1700.0,35.215921950340274,0.014567885151270488,30.804760146141053,0.012244326472571246
1800.0,35.33513705730438,0.014544504271122038,30.804760146141053,0.012244326472571246
1900.0,35.45650246143341,0.014548679361979289,30.804760146141053,0.012244326472571246
2000.0,35.57736780643463,0.014523327422269541,30.804760146141053,0.012244326472571246
4000.0,37.57422130107879,0.016169301673615345,30.804760146141053,0.012244326472571246
6000.0,39.539720964431766,0.01686088122908426,30.804760146141053,0.012244326472571246
8000.0,41.51857223510742,0.017285054593702134,30.804760146141053,0.012244326472571246
10000.0,43.50212411880493,0.01786948466453094,30.804760146141053,0.012244326472571246
12000.0,45.46892387866974,0.017537629732053157,30.804760146141053,0.012244326472571246
14000.0,47.443124532699585,0.017587109958467746,30.804760146141053,0.012244326472571246
16000.0,49.4365777015686,0.018396948615456644,30.804760146141053,0.012244326472571246
18000.0,51.38202476501465,0.017903360945139196,30.804760146141053,0.012244326472571246
20000.0,53.367476844787596,0.017388996569624976,30.804760146141053,0.012244326472571246
22000.0,55.32232506275177,0.0168272340605552,30.804760146141053,0.012244326472571246
24000.0,57.269422340393064,0.01661488974174986,30.804760146141053,0.012244326472571246
26000.0,59.23327171802521,0.01600360981732467,30.804760146141053,0.012244326472571246
28000.0,61.22637479305267,0.015489648899970499,30.804760146141053,0.012244326472571246
30000.0,63.19342460632324,0.01523860591775614,30.804760146141053,0.012244326472571246
32000.0,65.14272215366364,0.014992665445450491,30.804760146141053,0.012244326472571246
34000.0,67.090669465065,0.01443450010831995,30.804760146141053,0.012244326472571246
36000.0,69.04421749114991,0.014134343619684747,30.804760146141053,0.012244326472571246
38000.0,70.99516525268555,0.013711639223537317,30.804760146141053,0.012244326472571246
40000.0,72.94126234054565,0.013661835447863363,30.804760146141053,0.012244326472571246
42000.0,74.89381036758422,0.01368091319175138,30.804760146141053,0.012244326472571246
44000.0,76.81720461845399,0.013389241160020743,30.804760146141053,0.012244326472571246
46000.0,78.79420566558838,0.01329838195148504,30.804760146141053,0.012244326472571246
48000.0,80.76410574913025,0.01314499154044164,30.804760146141053,0.012244326472571246
50000.0,82.70140178203583,0.01288340168948094,30.804760146141053,0.012244326472571246
