Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,33.16771173477173,30.951433181762695,0.08603572452204006
100,33.28922724723816,30.951433181762695,0.06109122814118767
200,33.411242961883545,30.951433181762695,0.06195337639803362
300,33.53125786781311,30.951433181762695,0.06177008620713656
400,33.65277338027954,30.951433181762695,0.06224836706773223
500,33.77228856086731,30.951433181762695,0.061998088931575185
600,33.89630436897278,30.951433181762695,0.062115944774868835
700,34.017319679260254,30.951433181762695,0.06231700718373005
800,34.13833498954773,30.951433181762695,0.06219283151558062
900,34.26135063171387,30.951433181762695,0.062317382893374705
1000,34.38286638259888,30.951433181762695,0.062407180109824864
1100,34.50288128852844,30.951433181762695,0.062492643000953585
1200,34.62389659881592,30.951433181762695,0.06238477587592523
1300,34.7444121837616,30.951433181762695,0.06262174001969723
1400,34.867427587509155,30.951433181762695,0.06249694222610224
1500,34.988943099975586,30.951433181762695,0.06254928125259412
1600,35.101457595825195,30.951433181762695,0.062367594733374485
1700,35.23397445678711,30.951433181762695,0.062317638736223736
1800,35.346988677978516,30.951433181762695,0.06225355623531117
1900,35.46500372886658,30.951433181762695,0.06227214717027666
2000,35.57951807975769,30.951433181762695,0.06221650903041027
4000,37.56527042388916,30.951433181762695,0.06261161767757067
6000,39.613030433654785,30.951433181762695,0.06251056124385466
8000,41.78780651092529,30.951433181762695,0.06257912832566229
10000,43.81856441497803,30.951433181762695,0.06255428634430221
12000,45.80431652069092,30.951433181762695,0.06242860525190668
14000,47.774566650390625,30.951433181762695,0.06239839678029595
16000,49.84482979774475,30.951433181762695,0.06243300578050861
18000,51.840583086013794,30.951433181762695,0.06251730219199529
20000,53.859339475631714,30.951433181762695,0.0624917880461992
22000,55.85609292984009,30.951433181762695,0.06246403570818052
24000,57.87234902381897,30.951433181762695,0.06248952401733847
26000,59.929110050201416,30.951433181762695,0.06254904798069649
28000,61.884358406066895,30.951433181762695,0.0625728491581802
30000,63.8956139087677,30.951433181762695,0.06254825592938391
32000,65.83436012268066,30.951433181762695,0.06254485343169247
34000,67.84011483192444,30.951433181762695,0.06256599659284684
36000,69.78486180305481,30.951433181762695,0.0625674426812602
38000,71.75711226463318,30.951433181762695,0.06258228118558705
40000,73.7763683795929,30.951433181762695,0.06259550987236198
42000,75.83362984657288,30.951433181762695,0.06255711062884173
44000,77.81188106536865,30.951433181762695,0.06257575406402878
46000,79.81413531303406,30.951433181762695,0.06259469542923636
48000,81.8693962097168,30.951433181762695,0.06261257057972196
50000,83.83664608001709,30.951433181762695,0.06262416194365131
