Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,32.74215745925903,30.48787546157837,0.08438920257530878
100,32.85617208480835,30.48787546157837,0.08468000116401792
200,32.978187561035156,30.48787546157837,0.08575285043345916
300,33.0937020778656,30.48787546157837,0.08635580870951844
400,33.21421766281128,30.48787546157837,0.08566856291511096
500,33.32823181152344,30.48787546157837,0.08596848889193119
600,33.44524693489075,30.48787546157837,0.08615244044124713
700,33.56526207923889,30.48787546157837,0.08669906114415622
800,33.68327713012695,30.48787546157837,0.0863136398203216
900,33.803792238235474,30.48787546157837,0.08635912780832115
1000,33.92330741882324,30.48787546157837,0.08615772648019072
1100,34.038822412490845,30.48787546157837,0.08612183859781379
1200,34.15783739089966,30.48787546157837,0.08577904522378216
1300,34.27685236930847,30.48787546157837,0.0852929738403772
1400,34.3983678817749,30.48787546157837,0.0856058040058092
1500,34.520883321762085,30.48787546157837,0.08542722840748088
1600,34.63989853858948,30.48787546157837,0.08545737681654116
1700,34.759413719177246,30.48787546157837,0.0853930796437072
1800,34.877928733825684,30.48787546157837,0.08533618706481419
1900,34.99844408035278,30.48787546157837,0.08522825807226955
2000,35.11845946311951,30.48787546157837,0.08523041234307978
4000,37.06570649147034,30.48787546157837,0.0850075266221323
6000,38.90093970298767,30.48787546157837,0.08514552229604058
8000,40.84718656539917,30.48787546157837,0.08513990940560406
10000,42.71992468833923,30.48787546157837,0.08519571472435465
12000,44.706676959991455,30.48787546157837,0.08522856179945192
14000,46.77493929862976,30.48787546157837,0.08523638826533136
16000,48.727187395095825,30.48787546157837,0.08519218707492832
18000,50.657432556152344,30.48787546157837,0.08508294440659052
20000,52.59567856788635,30.48787546157837,0.08510720506662063
22000,54.53242468833923,30.48787546157837,0.08515495628438771
24000,56.489673137664795,30.48787546157837,0.08524799134130093
26000,58.38241362571716,30.48787546157837,0.08521019487237023
28000,60.32566046714783,30.48787546157837,0.08517278472991403
30000,62.25790572166443,30.48787546157837,0.08523233480861968
32000,64.14014458656311,30.48787546157837,0.08514991703203126
34000,66.02238368988037,30.48787546157837,0.08512864775950058
36000,67.96463012695312,30.48787546157837,0.08510710300775154
38000,69.87487268447876,30.48787546157837,0.08511437402253504
40000,71.72360754013062,30.48787546157837,0.08513852846638592
42000,73.60484647750854,30.48787546157837,0.08519538395287579
44000,75.53109121322632,30.48787546157837,0.08518140720010231
46000,77.45183515548706,30.48787546157837,0.08514257801515754
48000,79.4325864315033,30.48787546157837,0.08517315465395356
50000,81.49034762382507,30.48787546157837,0.08518810992794681
