Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,32.780662536621094,30.505369663238525,0.0804481221027402
100,32.898677825927734,30.505369663238525,0.059842755045053486
200,33.02069330215454,30.505369663238525,0.05935652321044204
300,33.144208908081055,30.505369663238525,0.05911380193443673
400,33.26722431182861,30.505369663238525,0.05931990854741928
500,33.389240026474,30.505369663238525,0.059475859457127446
600,33.51275587081909,30.505369663238525,0.059325872277431475
700,33.636271238327026,30.505369663238525,0.05939502942624341
800,33.75928711891174,30.505369663238525,0.05931589224969111
900,33.884302854537964,30.505369663238525,0.05936089044245691
1000,34.00731873512268,30.505369663238525,0.05946508576384724
1100,34.1323344707489,30.505369663238525,0.05943729427349391
1200,34.25835037231445,30.505369663238525,0.05947014294625109
1300,34.38186597824097,30.505369663238525,0.05971343312324524
1400,34.50538182258606,30.505369663238525,0.05950413218716669
1500,34.6283974647522,30.505369663238525,0.059681865712300705
1600,34.75091290473938,30.505369663238525,0.05967268387426145
1700,34.879929542541504,30.505369663238525,0.05962933030891028
1800,35.005945444107056,30.505369663238525,0.0595260629582203
1900,35.129961013793945,30.505369663238525,0.05958426887520996
2000,35.254976987838745,30.505369663238525,0.05954485543965044
4000,37.27923393249512,30.505369663238525,0.05983954943735164
6000,39.23648262023926,30.505369663238525,0.059788603245874136
8000,41.16622757911682,30.505369663238525,0.059775915602328825
10000,43.1034734249115,30.505369663238525,0.05977612642665688
12000,45.08922576904297,30.505369663238525,0.05972408933641618
14000,47.04897451400757,30.505369663238525,0.05971043955265368
16000,49.0327262878418,30.505369663238525,0.05975460089681889
18000,50.992475271224976,30.505369663238525,0.059822131210931224
20000,53.148749113082886,30.505369663238525,0.059828862167804094
22000,55.075493812561035,30.505369663238525,0.059832927085625306
24000,57.09274983406067,30.505369663238525,0.059841868928238895
26000,59.0990047454834,30.505369663238525,0.05989273093037085
28000,61.11176013946533,30.505369663238525,0.059916653990378
30000,63.13601732254028,30.505369663238525,0.05987102417384778
32000,65.22878313064575,30.505369663238525,0.05990261356759358
34000,67.28704452514648,30.505369663238525,0.05994066606760255
36000,69.25429439544678,30.505369663238525,0.05992835211755152
38000,71.34405970573425,30.505369663238525,0.05991724837017883
40000,73.28780627250671,30.505369663238525,0.059897375710658396
42000,75.25005555152893,30.505369663238525,0.059902718381951874
44000,77.16679906845093,30.505369663238525,0.05988868110658404
46000,79.15055084228516,30.505369663238525,0.059903637669320525
48000,81.14180397987366,30.505369663238525,0.05988744821710167
50000,83.03304386138916,30.505369663238525,0.05989713655511238
