Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,33.264724254608154,31.040926218032837,0.07254438614663604
100,33.380738735198975,31.040926218032837,0.07533006284455294
200,33.501254081726074,31.040926218032837,0.07341676131743631
300,33.621769428253174,31.040926218032837,0.07478287847605733
400,33.74128460884094,31.040926218032837,0.07495948485241391
500,33.861299991607666,31.040926218032837,0.07533086097630283
600,33.98131489753723,31.040926218032837,0.07544738719481515
700,34.10233020782471,31.040926218032837,0.07512890642727536
800,34.22484612464905,31.040926218032837,0.07518845034020843
900,34.34936189651489,31.040926218032837,0.07500442066218427
1000,34.47237753868103,31.040926218032837,0.07487149596528007
1100,34.59289264678955,31.040926218032837,0.07487630215089815
1200,34.71440815925598,31.040926218032837,0.074579924491764
1300,34.83092284202576,31.040926218032837,0.07427615352951318
1400,34.943437337875366,31.040926218032837,0.07422703279131627
1500,35.06245231628418,31.040926218032837,0.07422738072946823
1600,35.17746710777283,31.040926218032837,0.07405304102298872
1700,35.29548215866089,31.040926218032837,0.07401307563694313
1800,35.41099667549133,31.040926218032837,0.07392835506191571
1900,35.5260112285614,31.040926218032837,0.07385809204174688
2000,35.642526149749756,31.040926218032837,0.07378401050926997
4000,37.53476619720459,31.040926218032837,0.07374337320747858
6000,39.492515087127686,31.040926218032837,0.07378619357177986
8000,41.421759843826294,31.040926218032837,0.07395746772346289
10000,43.47852110862732,31.040926218032837,0.07401561136459586
12000,45.513779401779175,31.040926218032837,0.07395395328715025
14000,47.478029012680054,31.040926218032837,0.07387655055877089
16000,49.402273178100586,31.040926218032837,0.07391029806150938
18000,51.3080153465271,31.040926218032837,0.073899237666475
20000,53.206756591796875,31.040926218032837,0.07386466809860995
22000,55.20801043510437,31.040926218032837,0.07386735819073342
24000,57.12075328826904,31.040926218032837,0.07383776306556054
26000,59.13000845909119,31.040926218032837,0.07384123669108539
28000,61.08025622367859,31.040926218032837,0.07383831255250818
30000,63.22952914237976,31.040926218032837,0.07383503237197005
32000,65.1442723274231,31.040926218032837,0.07380483663492983
34000,67.03451228141785,31.040926218032837,0.07377943592404046
36000,68.9977617263794,31.040926218032837,0.07372670918700891
38000,70.97801303863525,31.040926218032837,0.07371440208509222
40000,72.9597647190094,31.040926218032837,0.07371931434303611
42000,74.88900971412659,31.040926218032837,0.07372520370843672
44000,76.7737488746643,31.040926218032837,0.07370583213681496
46000,78.68749213218689,31.040926218032837,0.0736936644025418
48000,80.6732439994812,31.040926218032837,0.07370586996239706
50000,82.5514829158783,31.040926218032837,0.07370808200114375
