Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,0.13951778411865234,0.07600975036621094,0.07254438614663608
100,2.0907652378082275,1.9732489585876465,0.07533006284455296
200,4.11602258682251,3.9580025672912598,0.07341676131743635
300,6.138279438018799,5.933753252029419,0.07478287847605739
400,8.14553427696228,7.896503448486328,0.07495948485241395
500,10.172791719436646,9.87825632095337,0.07533086097630286
600,12.197548866271973,11.862009286880493,0.07544738719481518
700,14.20630407333374,13.82676100730896,0.07512890642727539
800,16.239062070846558,15.808511734008789,0.07518845034020846
900,18.231815099716187,17.758259534835815,0.0750044206621843
1000,20.26257300376892,19.722007274627686,0.07487149596528012
1100,22.294330835342407,21.70025873184204,0.07487630215089819
1200,24.407599449157715,23.770022869110107,0.07457992449176402
1300,26.43385648727417,25.749273777008057,0.07427615352951322
1400,28.459113836288452,27.72702407836914,0.0742270327913163
1500,30.477869987487793,29.70227313041687,0.07422738072946827
1600,32.50012707710266,31.680023670196533,0.07405304102298875
1700,34.46437621116638,33.60476803779602,0.07401307563694316
1800,36.48813343048096,35.58701944351196,0.07392835506191574
1900,38.518391132354736,37.57727122306824,0.07385809204174691
2000,40.51964521408081,39.53152132034302,0.07378401050926998
4000,80.57723188400269,79.07204961776733,0.0737433732074786
6000,120.50230169296265,118.497563123703,0.07378619357177989
8000,160.36136317253113,157.8685643672943,0.07395746772346291
10000,199.99539613723755,197.00653767585754,0.07401561136459588
12000,239.99197483062744,236.49354767799377,0.07395395328715025
14000,279.87303924560547,275.8525426387787,0.07387655055877089
16000,319.6200864315033,315.1130256652832,0.07391029806150938
18000,359.5836613178253,354.556533575058,0.073899237666475
20000,401.3549654483795,395.8062756061554,0.07386466809860996
22000,441.0810101032257,435.0482597351074,0.07386735819073344
24000,480.9425718784332,474.41425824165344,0.07383776306556056
26000,520.742125749588,513.7222509384155,0.0738412366910854
28000,560.4816722869873,552.9477317333221,0.0738383125525082
30000,600.3937401771545,592.3622357845306,0.07383503237197007
32000,640.2242980003357,631.686735868454,0.07380483663492984
34000,679.9213387966156,670.8722057342529,0.0737794359240405
36000,719.8689115047455,710.2987043857574,0.07372670918700894
38000,759.7969818115234,749.7177090644836,0.07371440208509226
40000,799.4135127067566,788.8421769142151,0.07371931434303614
42000,839.3830878734589,828.3261885643005,0.07372520370843673
44000,879.2871551513672,867.7256965637207,0.07370583213681499
46000,919.1037111282349,907.0091829299927,0.07369366440254181
48000,958.9862756729126,946.3766870498657,0.07370586996239707
50000,998.8988440036774,985.8276906013489,0.07370808200114376
