Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,32.206589698791504,29.946802854537964,0.08177749648149167
100,32.32510471343994,29.946802854537964,0.07049859080547513
200,32.44712018966675,29.946802854537964,0.07053091807331868
300,32.57063579559326,29.946802854537964,0.07065992782796217
400,32.697652101516724,29.946802854537964,0.0712905536890194
500,32.82566809654236,29.946802854537964,0.07123509116657942
600,32.95618486404419,29.946802854537964,0.07122363403238473
700,33.07319974899292,29.946802854537964,0.07116239950669151
800,33.19521522521973,29.946802854537964,0.07148402496801418
900,33.319231033325195,29.946802854537964,0.07151576098317916
1000,33.43774604797363,29.946802854537964,0.07153804564164024
1100,33.55876135826111,29.946802854537964,0.07139714213198312
1200,33.67877650260925,29.946802854537964,0.07162475672525054
1300,33.796791553497314,29.946802854537964,0.07158530507315423
1400,33.921807289123535,29.946802854537964,0.07174779705948806
1500,34.04082250595093,29.946802854537964,0.07170349712704809
1600,34.16083788871765,29.946802854537964,0.07173408148752156
1700,34.28035306930542,29.946802854537964,0.07186516908997319
1800,34.39886808395386,29.946802854537964,0.07192674416805235
1900,34.51888298988342,29.946802854537964,0.07199356345514006
2000,34.641398906707764,29.946802854537964,0.07206582629665471
4000,36.603147745132446,29.946802854537964,0.07165893510542616
6000,38.48088622093201,29.946802854537964,0.07164833697869759
8000,40.45963764190674,29.946802854537964,0.07165174891430379
10000,42.40638494491577,29.946802854537964,0.07148372144792157
12000,44.31412720680237,29.946802854537964,0.07156299014868288
14000,46.209367752075195,29.946802854537964,0.07154100639880044
16000,48.21312236785889,29.946802854537964,0.07155746646524093
18000,50.233378887176514,29.946802854537964,0.07152684506498526
20000,52.22763180732727,29.946802854537964,0.07155498852725549
22000,54.212884187698364,29.946802854537964,0.07158807356520092
24000,56.16413187980652,29.946802854537964,0.07158485395227922
26000,58.13038158416748,29.946802854537964,0.07154921136240946
28000,60.31615900993347,29.946802854537964,0.07156677767311
30000,62.245904207229614,29.946802854537964,0.07159082011750478
32000,64.18265008926392,29.946802854537964,0.07162430640829665
34000,66.10189390182495,29.946802854537964,0.07162622276945953
36000,67.99463391304016,29.946802854537964,0.0716176273307453
38000,69.97138500213623,29.946802854537964,0.07159521766943981
40000,71.91713237762451,29.946802854537964,0.0715719267408191
42000,73.88038158416748,29.946802854537964,0.07156441413223778
44000,75.7601203918457,29.946802854537964,0.07156971658107365
46000,77.68686485290527,29.946802854537964,0.07157166286968508
48000,79.66961669921875,29.946802854537964,0.07153190460135672
50000,81.55335569381714,29.946802854537964,0.07151682852609793
