Number of computed data,Time spent in total,Time spent on the quantum circuit,Cost function
1,0.2040257453918457,0.1800227165222168,0.06860517079112866
100,1.2756619453430176,1.2291569709777832,0.05902612324459924
200,2.4333088397979736,2.3272969722747803,0.059312805387995916
300,3.6114585399627686,3.4824442863464355,0.058989131850763064
400,4.775106191635132,4.592085123062134,0.059129386025979336
500,5.936753988265991,5.730730295181274,0.059550368324334274
600,8.727108001708984,8.422070026397705,0.05977879344894343
700,11.25892972946167,10.82687497138977,0.059471501651209034
800,13.26518440246582,12.791124820709229,0.05959647287000281
900,15.236934900283813,14.713367938995361,0.05939897916547845
1000,17.25369095802307,16.688119173049927,0.05943017660777523
1100,19.289949417114258,18.68237280845642,0.0594492500292354
1200,21.49472951889038,20.838147163391113,0.059520706906088086
1300,23.570993185043335,22.857903957366943,0.059642348109282074
1400,25.64025592803955,24.89116072654724,0.05940175207050834
1500,27.719520092010498,26.88641381263733,0.05958322824746306
1600,29.73927640914917,28.86366581916809,0.059581607278439884
1700,31.73652982711792,30.820913791656494,0.05963675906422663
1800,33.813793659210205,32.83566975593567,0.059609806507464176
1900,36.042076587677,35.010947465896606,0.05962734324930162
2000,38.138843059539795,37.066208600997925,0.059626387987542544
4000,78.55297493934631,76.96177363395691,0.059206330408587624
6000,110.4865300655365,108.47877168655396,0.05901989016683657
8000,151.01817679405212,148.48335146903992,0.05896370465642517
10000,191.1837773323059,188.14688515663147,0.05882399297762355
12000,231.46839261054993,227.9119348526001,0.05889288357665892
14000,270.9399049282074,266.82237458229065,0.058938328239606756
16000,310.3439085483551,305.71931862831116,0.05896285744888832
18000,349.9949436187744,344.8337924480438,0.05907308096473052
20000,389.89901089668274,384.222802400589,0.0590455342022425
22000,427.92633986473083,421.73556327819824,0.05904139229211006
24000,463.3703405857086,456.7385103702545,0.05901911046031532
26000,503.1163876056671,495.96799325942993,0.05898846152148491
28000,542.763922214508,535.1134653091431,0.05900645561617787
30000,582.2399351596832,574.0559046268463,0.058992290188054505
32000,616.3422656059265,607.6711750030518,0.05904361375134785
34000,656.1343185901642,646.9511663913727,0.059029478135973625
36000,695.8298590183258,686.1241369247437,0.05902430242256382
38000,735.5449023246765,725.3286166191101,0.05901791029476147
40000,775.1854357719421,764.4335806369781,0.0590067049695306
42000,815.1180067062378,803.8415861129761,0.05899061613327659
44000,854.7750425338745,842.9880602359772,0.05899310089068149
46000,894.5090882778168,882.19753074646,0.059013605916174355
48000,934.2831387519836,921.4485230445862,0.05896944023272358
50000,973.8621647357941,960.4749839305878,0.05894256674728806
